lead_time,choice,annotator,updated_at,created_at,image,id,annotation_id
1.536,Food,1,2023-04-12T23:12:19.228373Z,2023-04-12T23:12:19.228373Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4503447.jpg,314,207
1.203,Food,1,2023-04-12T23:36:31.915290Z,2023-04-12T23:36:31.915290Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4508542.jpg,315,506
0.913,Food,1,2023-04-12T23:29:21.876621Z,2023-04-12T23:29:21.876621Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4510858.jpg,316,342
1.464,No-Food,1,2023-04-12T23:16:47.398797Z,2023-04-12T23:16:47.398797Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4518577.jpg,317,268
1.534,No-Food,1,2023-04-12T23:16:01.348301Z,2023-04-12T23:16:01.348301Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4534782.jpg,318,247
1.301,No-Food,1,2023-04-12T23:09:03.988305Z,2023-04-12T23:09:03.988305Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4536093.jpg,319,150
1.306,No-Food,1,2023-04-12T23:15:57.492121Z,2023-04-12T23:15:57.492121Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4537643.jpg,320,245
4.41,Food,1,2023-04-12T23:30:55.121611Z,2023-04-12T23:30:55.121611Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4539602.jpg,321,370
5.066,Food,1,2023-04-12T23:15:44.359841Z,2023-04-12T23:15:44.359841Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4546163.jpg,322,238
1.302,Food,1,2023-04-12T23:02:56.973847Z,2023-04-12T23:02:56.973847Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4552175.jpg,323,51
0.965,Food,1,2023-04-12T23:17:25.534278Z,2023-04-12T23:17:25.534278Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4556337.jpg,324,290
1.111,Food,1,2023-04-12T23:17:30.911533Z,2023-04-12T23:17:30.911533Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4569668.jpg,325,293
1.322,No-Food,1,2023-04-12T23:18:07.668917Z,2023-04-12T23:18:07.667929Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4572847.jpg,326,309
1.173,No-Food,1,2023-04-12T23:34:06.103599Z,2023-04-12T23:34:06.103599Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4577055.jpg,327,447
1.333,No-Food,1,2023-04-12T23:34:26.084613Z,2023-04-12T23:34:26.084613Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4578200.jpg,328,456
1.485,Food,1,2023-04-12T23:31:52.542558Z,2023-04-12T23:31:52.542558Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4583855.jpg,329,399
1.814,No-Food,1,2023-04-12T23:12:10.260448Z,2023-04-12T23:12:10.260448Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4595966.jpg,330,203
1.581,No-Food,1,2023-04-12T23:32:33.794462Z,2023-04-12T23:32:33.794462Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4600058.jpg,331,411
1.515,Food,1,2023-04-12T23:05:19.116146Z,2023-04-12T23:05:19.116146Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4600865.jpg,332,85
1.819,Food,1,2023-04-12T23:32:24.681369Z,2023-04-12T23:32:24.681369Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4610725.jpg,333,407
2.118,No-Food,1,2023-04-12T23:32:22.410703Z,2023-04-12T23:32:22.410703Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4614917.jpg,334,406
1.245,No-Food,1,2023-04-12T23:34:40.499007Z,2023-04-12T23:34:40.499007Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4615705.jpg,335,463
1.85,Food,1,2023-04-12T23:16:58.377785Z,2023-04-12T23:16:58.377785Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4628535.jpg,336,274
1.237,Food,1,2023-04-12T23:04:46.649522Z,2023-04-12T23:04:46.649522Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4634441.jpg,337,71
1.016,Food,1,2023-04-12T23:29:26.842798Z,2023-04-12T23:29:26.842798Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4642227.jpg,338,345
1.114,No-Food,1,2023-04-12T23:36:24.639657Z,2023-04-12T23:36:24.638657Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4642434.jpg,339,502
1.806,No-Food,1,2023-04-12T23:05:55.472657Z,2023-04-12T23:05:55.472657Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4646337.jpg,340,99
1.392,Food,1,2023-04-12T23:08:17.462070Z,2023-04-12T23:08:17.462070Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4651811.jpg,341,134
1.233,Food,1,2023-04-12T23:05:25.000738Z,2023-04-12T23:05:25.000738Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4652889.jpg,342,88
1.355,Food,1,2023-04-12T23:36:37.317842Z,2023-04-12T23:36:37.317842Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4660656.jpg,343,509
3.692,Food,1,2023-04-12T23:33:05.524026Z,2023-04-12T23:33:05.524026Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4660728.jpg,344,418
1.743,Food,1,2023-04-12T23:05:16.863836Z,2023-04-12T23:05:16.863836Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4661715.jpg,345,84
1.238,Food,1,2023-04-12T23:18:11.303129Z,2023-04-12T23:18:11.303129Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4674080.jpg,346,311
2.344,No-Food,1,2023-04-12T23:05:31.305910Z,2023-04-12T23:05:31.305910Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4674426.jpg,347,91
1.023,No-Food,1,2023-04-12T23:36:53.094882Z,2023-04-12T23:36:53.093884Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4688776.jpg,348,517
1.169,Food,1,2023-04-12T23:30:38.604519Z,2023-04-12T23:30:38.604519Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4713993.jpg,349,364
8.443,Food,1,2023-04-12T23:02:01.758404Z,2023-04-12T23:02:01.758404Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C472281.jpg,350,31
9.168,Food,1,2023-04-12T23:05:49.083188Z,2023-04-12T23:05:49.083188Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4736386.jpg,351,96
1.929,No-Food,1,2023-04-12T23:02:04.442232Z,2023-04-12T23:02:04.442232Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C473737.jpg,352,32
1.585,Food,1,2023-04-12T23:34:32.128004Z,2023-04-12T23:34:32.128004Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4739773.jpg,353,459
1.063,Food,1,2023-04-12T23:05:39.177556Z,2023-04-12T23:05:39.176555Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C474971.jpg,354,95
1.52,Food,1,2023-04-12T23:04:26.282806Z,2023-04-12T23:04:26.282806Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C475171.jpg,355,63
1.011,Food,1,2023-04-12T23:31:33.667396Z,2023-04-12T23:31:33.667396Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4753726.jpg,356,389
2.128,Food,1,2023-04-12T23:31:26.742456Z,2023-04-12T23:31:26.741456Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4764462.jpg,357,385
1.858,No-Food,1,2023-04-12T23:04:57.457818Z,2023-04-12T23:04:57.457818Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4769108.jpg,358,75
1.096,Food,1,2023-04-12T23:17:17.111181Z,2023-04-12T23:17:17.111181Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4775051.jpg,359,285
2.244,Food,1,2023-04-12T23:09:57.049258Z,2023-04-12T23:09:57.049258Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4780023.jpg,360,171
1.048,Food,1,2023-04-12T23:36:22.731644Z,2023-04-12T23:36:22.731644Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4784078.jpg,361,501
0.964,Food,1,2023-04-12T23:09:48.477778Z,2023-04-12T23:09:48.477778Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4790528.jpg,362,168
0.949,Food,1,2023-04-12T23:35:53.719021Z,2023-04-12T23:35:53.719021Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C479503.jpg,363,488
1.168,Food,1,2023-04-12T23:30:56.936323Z,2023-04-12T23:30:56.936323Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4799309.jpg,364,371
1.447,Food,1,2023-04-12T23:36:09.728702Z,2023-04-12T23:36:09.728702Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4799626.jpg,365,495
1.019,Food,1,2023-04-12T23:36:47.457255Z,2023-04-12T23:36:47.457255Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4803619.jpg,366,514
1.733,Food,1,2023-04-12T23:36:21.152648Z,2023-04-12T23:36:21.152648Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4807611.jpg,367,500
2.102,No-Food,1,2023-04-12T23:11:34.978794Z,2023-04-12T23:11:34.978794Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C480839.jpg,368,192
1.028,Food,1,2023-04-12T23:05:10.885616Z,2023-04-12T23:05:10.885616Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4811523.jpg,369,82
1.341,No-Food,1,2023-04-12T23:17:27.675426Z,2023-04-12T23:17:27.675426Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4812052.jpg,370,291
1.269,Food,1,2023-04-12T23:16:37.010614Z,2023-04-12T23:16:37.010614Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4813435.jpg,371,262
1.63,No-Food,1,2023-04-12T23:07:02.360642Z,2023-04-12T23:07:02.359650Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4817298.jpg,372,112
3.365,Food,1,2023-04-12T23:06:37.370987Z,2023-04-12T23:06:37.370987Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4830850.jpg,373,102
1.418,No-Food,1,2023-04-12T23:11:47.137828Z,2023-04-12T23:11:47.137828Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4831581.jpg,374,198
1.422,Food,1,2023-04-12T23:31:57.905480Z,2023-04-12T23:31:57.905480Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4832095.jpg,375,402
1.108,Food,1,2023-04-12T23:29:02.627416Z,2023-04-12T23:29:02.627416Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4832104.jpg,376,330
3.206,Food,1,2023-04-12T23:04:09.249310Z,2023-04-12T23:04:09.249310Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C483299.jpg,377,57
0.855,Food,1,2023-04-12T23:29:07.061565Z,2023-04-12T23:29:07.061565Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4836174.jpg,378,333
1.066,Food,1,2023-04-12T23:34:19.673734Z,2023-04-12T23:34:19.673734Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4836309.jpg,379,453
58.169,Food,1,2023-04-12T23:04:03.126998Z,2023-04-12T23:04:03.126010Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4839060.jpg,380,55
1.308,No-Food,1,2023-04-12T23:34:21.768940Z,2023-04-12T23:34:21.768940Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4846611.jpg,381,454
1.687,Food,1,2023-04-12T23:35:46.069833Z,2023-04-12T23:35:46.069833Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4854246.jpg,382,484
0.96,No-Food,1,2023-04-12T23:29:10.085091Z,2023-04-12T23:29:10.085091Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C485482.jpg,383,335
1.416,Food,1,2023-04-12T23:36:11.988421Z,2023-04-12T23:36:11.988421Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C485621.jpg,384,496
1.247,Food,1,2023-04-12T23:09:12.369869Z,2023-04-12T23:09:12.368875Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4856441.jpg,385,154
1.886,Food,1,2023-04-12T23:32:31.743479Z,2023-04-12T23:32:31.743479Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4868532.jpg,386,410
1.314,Food,1,2023-04-12T23:33:15.615871Z,2023-04-12T23:33:15.615871Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4869147.jpg,387,423
8.018,No-Food,1,2023-04-12T23:02:28.569114Z,2023-04-12T23:02:28.569114Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C487358.jpg,388,39
2.662,Food,1,2023-04-12T23:37:08.741947Z,2023-04-12T23:37:08.741947Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C488054.jpg,389,523
1.423,Food,1,2023-04-12T23:34:16.221929Z,2023-04-12T23:34:16.221929Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4909888.jpg,390,451
1.14,Food,1,2023-04-12T23:17:20.720083Z,2023-04-12T23:17:20.720083Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4928836.jpg,391,287
1.129,Food,1,2023-04-12T23:09:36.136357Z,2023-04-12T23:09:36.136357Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C497438.jpg,392,163
1.31,No-Food,1,2023-04-12T23:31:39.053981Z,2023-04-12T23:31:39.053981Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4976502.jpg,393,392
0.963,Food,1,2023-04-12T23:16:45.184635Z,2023-04-12T23:16:45.184635Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4976521.jpg,394,267
1.323,No-Food,1,2023-04-12T23:02:17.316622Z,2023-04-12T23:02:17.316622Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4983026.jpg,395,37
1.335,Food,1,2023-04-12T23:37:02.094619Z,2023-04-12T23:37:02.094619Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4984885.jpg,396,521
1.279,Food,1,2023-04-12T23:05:28.551700Z,2023-04-12T23:05:28.551700Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C499478.jpg,397,90
1.442,No-Food,1,2023-04-12T23:08:05.674010Z,2023-04-12T23:08:05.674010Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5004000.jpg,398,129
1.503,No-Food,1,2023-04-12T23:30:12.096688Z,2023-04-12T23:30:12.096688Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5004716.jpg,399,351
2.443,Food,1,2023-04-12T23:31:21.938957Z,2023-04-12T23:31:21.938957Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5006889.jpg,400,383
1.853,Food,1,2023-04-12T23:12:34.839562Z,2023-04-12T23:12:34.839562Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5007120.jpg,401,215
1.411,No-Food,1,2023-04-12T23:18:15.041627Z,2023-04-12T23:18:15.041627Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5013062.jpg,402,313
1.099,Food,1,2023-04-12T23:36:33.504984Z,2023-04-12T23:36:33.504984Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C501318.jpg,403,507
1.168,No-Food,1,2023-04-12T23:33:07.482244Z,2023-04-12T23:33:07.482244Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5021544.jpg,404,419
1.534,Food,1,2023-04-12T23:33:38.059218Z,2023-04-12T23:33:38.059218Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5026112.jpg,405,433
1.0,No-Food,1,2023-04-12T23:33:58.231467Z,2023-04-12T23:33:58.231467Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5039889.jpg,406,443
1.149,Food,1,2023-04-12T23:05:26.558818Z,2023-04-12T23:05:26.558818Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5044266.jpg,407,89
1.394,No-Food,1,2023-04-12T23:16:23.648881Z,2023-04-12T23:16:23.648881Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5054056.jpg,408,256
2.396,No-Food,1,2023-04-12T23:11:24.509428Z,2023-04-12T23:11:24.509428Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C505854.jpg,409,187
0.962,Food,1,2023-04-12T23:16:50.747741Z,2023-04-12T23:16:50.747741Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5072995.jpg,410,270
1.389,Food,1,2023-04-12T23:09:34.574570Z,2023-04-12T23:09:34.574570Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5078395.jpg,411,162
1.295,Food,1,2023-04-12T23:11:38.949016Z,2023-04-12T23:11:38.949016Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C510167.jpg,412,194
1.297,Food,1,2023-04-12T23:30:08.172022Z,2023-04-12T23:30:08.172022Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5133173.jpg,413,349
1.465,Food,1,2023-04-12T23:33:45.143954Z,2023-04-12T23:33:45.142962Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C515330.jpg,414,437
1.391,Food,1,2023-04-12T23:04:24.349596Z,2023-04-12T23:04:24.349596Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5163202.jpg,415,62
1.605,No-Food,1,2023-04-12T23:09:00.252089Z,2023-04-12T23:09:00.252089Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C516739.jpg,416,148
1.745,Food,1,2023-04-12T23:12:07.672812Z,2023-04-12T23:12:07.672812Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5217932.jpg,417,202
1.662,No-Food,1,2023-04-12T23:17:57.768000Z,2023-04-12T23:17:57.768000Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5284208.jpg,418,306
2.146,Food,1,2023-04-12T23:02:15.511657Z,2023-04-12T23:02:15.511657Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5287713.jpg,419,36
1.51,Food,1,2023-04-12T23:05:23.053962Z,2023-04-12T23:05:23.053962Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5294988.jpg,420,87
0.994,Food,1,2023-04-12T23:31:53.992828Z,2023-04-12T23:31:53.992828Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5295694.jpg,421,400
4.965,Food,1,2023-04-12T23:35:32.205407Z,2023-04-12T23:35:32.205407Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5296501.jpg,422,479
1.854,Food,1,2023-04-12T23:30:06.107078Z,2023-04-12T23:30:06.107078Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5299174.jpg,423,348
1.422,Food,1,2023-04-12T23:18:18.911056Z,2023-04-12T23:18:18.911056Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5299851.jpg,424,315
1.103,No-Food,1,2023-04-12T23:17:24.121559Z,2023-04-12T23:17:24.121559Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5303347.jpg,425,289
1.368,Food,1,2023-04-12T23:15:53.666759Z,2023-04-12T23:15:53.666759Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5307899.jpg,426,243
13.259,No-Food,1,2023-04-12T23:07:58.685819Z,2023-04-12T23:07:58.685819Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5312609.jpg,427,126
1.351,Food,1,2023-04-12T23:18:22.792621Z,2023-04-12T23:18:22.792621Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5317262.jpg,428,317
2.556,Food,1,2023-04-12T23:08:50.287177Z,2023-04-12T23:08:50.287177Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5318367.jpg,429,145
1.124,Food,1,2023-04-12T23:18:46.766148Z,2023-04-12T23:18:46.766148Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5318518.jpg,430,325
6.391,Food,1,2023-04-12T23:09:26.681703Z,2023-04-12T23:09:26.681703Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5319157.jpg,431,159
1.236,Food,1,2023-04-12T23:02:58.940711Z,2023-04-12T23:02:58.940711Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5331907.jpg,432,52
1.632,No-Food,1,2023-04-12T23:08:23.440362Z,2023-04-12T23:08:23.440362Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5333735.jpg,433,137
3.175,No-Food,1,2023-04-12T23:36:05.433953Z,2023-04-12T23:36:05.433953Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5336647.jpg,434,493
2.359,No-Food,1,2023-04-12T23:04:51.429438Z,2023-04-12T23:04:51.429438Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5337327.jpg,435,73
1.346,Food,1,2023-04-12T23:05:05.400060Z,2023-04-12T23:05:05.400060Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5349005.jpg,436,79
1.155,No-Food,1,2023-04-12T23:31:28.413177Z,2023-04-12T23:31:28.413177Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5350258.jpg,437,386
1.037,No-Food,1,2023-04-12T23:17:55.641151Z,2023-04-12T23:17:55.641151Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5351268.jpg,438,305
1.162,No-Food,1,2023-04-12T23:34:46.119097Z,2023-04-12T23:34:46.119097Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5351281.jpg,439,466
2.159,No-Food,1,2023-04-12T23:33:18.231995Z,2023-04-12T23:33:18.231995Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5351802.jpg,440,424
1.632,Food,1,2023-04-12T23:36:43.949982Z,2023-04-12T23:36:43.949982Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5352023.jpg,441,512
1.365,Food,1,2023-04-12T23:32:19.491941Z,2023-04-12T23:32:19.491941Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5356098.jpg,442,405
3.905,No-Food,1,2023-04-12T23:17:46.876049Z,2023-04-12T23:17:46.876049Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5356890.jpg,443,300
1.031,Food,1,2023-04-12T23:17:59.572404Z,2023-04-12T23:17:59.571388Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5359207.jpg,444,307
1.562,No-Food,1,2023-04-12T23:33:09.513374Z,2023-04-12T23:33:09.512381Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5400957.jpg,445,420
7.073,No-Food,1,2023-04-12T23:38:24.659356Z,2023-04-12T23:38:24.659356Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5402471.jpg,446,531
1.274,No-Food,1,2023-04-12T23:31:07.030916Z,2023-04-12T23:31:07.030916Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5410585.jpg,447,376
0.944,Food,1,2023-04-12T23:29:15.164287Z,2023-04-12T23:29:15.164287Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5418366.jpg,448,338
1.14,Food,1,2023-04-12T23:16:14.874033Z,2023-04-12T23:16:14.874033Z,/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C5424775.jpg,449,252
